	shannon	observed_otus
KO6	6.28317523125	290.0
WT8	5.1008644509	231.0
KO2	6.06304718188	284.0
KO5	6.16606304201	291.0
OE2	5.7177072277	260.0
WT1	5.30797084253	253.0
WT2	5.86151687533	279.0
WT4	6.00367125658	290.0
KO7	5.93859297057	262.0
KO3	4.79620468436	226.0
WT6	5.84832127725	282.0
KO9	6.03347983454	267.0
WT3	5.99429877358	280.0
KO1	5.81335875383	265.0
KO4	6.0052573522	278.0
WT5	5.507589135	239.0
KO8	5.8518681604	254.0
OE6	5.74813254369	243.0
OE5	5.82716118613	251.0
WT7	6.08267491863	272.0
OE7	5.6206541783	243.0
WT9	5.53413388118	257.0
OE1	5.88666838779	254.0
OE8	5.93273198191	255.0
OE9	5.81266207221	250.0
