	shannon	observed_otus
KO6	5.9597262286	106.0
WT8	4.63982339606	69.0
KO2	5.42944472102	97.0
KO5	5.6924802637	98.0
OE2	5.2619648943	82.0
WT1	4.91464437253	86.0
WT2	5.34969655087	90.0
WT4	5.39497228229	99.0
KO7	5.52022677131	95.0
KO3	3.89157510031	58.0
WT6	5.48670554696	96.0
OE4	5.38659045431	89.0
KO9	5.56260128763	96.0
WT3	5.61505537813	104.0
KO1	5.40904928202	91.0
KO4	5.60324799057	94.0
WT5	5.3037646638	89.0
KO8	5.61840500918	97.0
OE6	5.3331192269	88.0
OE5	5.52204979137	97.0
WT7	5.67273136094	93.0
OE7	5.36105907828	86.0
WT9	4.99512949324	83.0
OE1	5.44750849954	87.0
OE8	5.39652779478	81.0
OE9	5.30359883477	87.0
OE3	5.13966427477	79.0
