	shannon	observed_otus
KO6	6.17259494232	223.0
WT8	5.1386886606	190.0
KO2	5.99687935312	224.0
KO5	6.07645969732	226.0
OE2	5.6186268008	195.0
WT1	5.37788792798	201.0
WT2	5.90294442634	232.0
WT4	5.80383505019	218.0
KO7	5.88766404746	210.0
KO3	4.67816636587	180.0
WT6	5.80395878202	226.0
OE4	5.67552878102	199.0
KO9	6.01827905088	219.0
WT3	5.96820313422	220.0
KO1	5.71316172979	210.0
KO4	5.95035181426	212.0
WT5	5.54576446056	197.0
KO8	5.85232286101	193.0
OE6	5.58207622052	181.0
OE5	5.71406117553	200.0
WT7	6.11048170938	225.0
OE7	5.60865977085	190.0
WT9	5.41285973222	193.0
OE1	5.78845537979	193.0
OE8	5.87596606734	206.0
OE9	5.78562535563	192.0
OE3	5.46788790259	181.0
