	shannon	observed_otus
KO6	6.26550290243	259.0
WT8	5.12657136885	223.0
KO2	6.08643478713	269.0
KO5	6.05095333384	255.0
OE2	5.67856506493	237.0
WT1	5.38939847716	240.0
WT2	5.96465534976	274.0
WT4	6.01140031186	273.0
KO7	5.89716621025	250.0
KO3	4.75265689661	217.0
WT6	5.76780805927	244.0
OE4	5.73743218822	243.0
KO9	6.09693090885	260.0
WT3	5.99006316913	266.0
KO1	5.77622160255	253.0
KO4	5.93930882653	256.0
WT5	5.68095047553	249.0
KO8	5.80324803812	237.0
OE6	5.74485211704	232.0
OE5	5.79127548335	229.0
WT7	6.06316608758	258.0
OE7	5.62346792531	223.0
WT9	5.50037262518	240.0
OE1	5.87475879364	228.0
OE8	5.87738750415	233.0
OE9	5.79798174943	232.0
OE3	5.52194399022	216.0
