	shannon	observed_otus
KO6	6.25911228283	214.0
WT8	4.85719152467	150.0
KO2	6.0891137267	211.0
KO5	6.000468526	206.0
OE2	5.62739858618	185.0
WT1	5.3735956204	195.0
WT2	5.79654188483	223.0
WT4	5.84870699605	216.0
KO7	5.92611992823	205.0
KO3	4.81501562144	170.0
WT6	5.72532663186	191.0
OE4	5.73099302598	193.0
KO9	5.93158837887	194.0
WT3	5.86052743668	196.0
KO1	5.70566595938	194.0
KO4	5.82219625144	200.0
WT5	5.50470844544	185.0
KO8	5.77513990169	196.0
OE6	5.65058170675	172.0
OE5	5.767758928	188.0
WT7	6.04642298334	207.0
OE7	5.61050811072	178.0
WT9	5.29097996168	170.0
OE1	5.7340669851	181.0
OE8	5.8532429425	186.0
OE9	5.74287126286	179.0
OE3	5.43010599364	167.0
