	shannon	observed_otus
KO6	6.11686308074	202.0
WT8	4.97225767545	179.0
KO2	5.92177378778	219.0
KO5	6.11956560564	230.0
OE2	5.67612606532	200.0
WT1	5.23077220278	207.0
WT2	5.8938884589	221.0
WT4	5.89624820276	216.0
KO7	5.85714816615	212.0
KO3	4.72980606443	175.0
WT6	5.72961592899	216.0
OE4	5.7259017694	207.0
KO9	5.92290098342	201.0
WT3	6.03248851356	230.0
KO1	5.60837191623	202.0
KO4	5.87260331024	216.0
WT5	5.58240405129	194.0
KO8	5.7439964661	196.0
OE6	5.64517500168	190.0
OE5	5.75605140628	197.0
WT7	6.00538310362	218.0
OE7	5.55931297165	176.0
WT9	5.36566996886	193.0
OE1	5.77367252317	195.0
OE8	5.94505965281	201.0
OE9	5.77536718125	200.0
OE3	5.50363070947	181.0
