	shannon	observed_otus
KO6	6.28025322068	267.0
WT8	5.15465333382	233.0
KO2	6.11870370456	275.0
KO5	6.01780615132	262.0
OE2	5.7133029877	250.0
WT1	5.41505242232	254.0
WT2	5.97081852238	279.0
WT4	5.90716609447	277.0
KO7	6.02054995399	268.0
KO3	4.87974762509	226.0
WT6	5.79486542935	265.0
KO9	6.08820851715	281.0
WT3	6.01949030015	279.0
KO1	5.79351247112	258.0
KO4	5.95492927094	253.0
WT5	5.60654523136	239.0
KO8	5.91149044703	249.0
OE6	5.71994907306	235.0
OE5	5.84985937114	242.0
WT7	6.02992714962	261.0
OE7	5.67926945297	236.0
WT9	5.50511677794	247.0
OE1	5.8217425605	230.0
OE8	5.90528352952	240.0
OE9	5.76941574667	219.0
