	shannon	observed_otus
KO6	6.37033205025	273.0
WT8	5.03653701251	218.0
KO2	6.10083418659	285.0
KO5	6.15435929039	288.0
OE2	5.74131204266	251.0
WT1	5.32825189554	244.0
WT2	6.02158795729	291.0
WT4	5.97114144641	282.0
KO7	5.88896733555	263.0
KO3	4.79337266147	218.0
WT6	5.70955958781	252.0
KO9	5.98480468306	253.0
WT3	6.05424863936	275.0
KO1	5.78478682757	258.0
KO4	5.95134912122	270.0
WT5	5.65902966155	238.0
KO8	5.92104724762	265.0
OE6	5.73689302881	230.0
OE5	5.84522820728	243.0
WT7	6.05919827275	257.0
OE7	5.68617167916	237.0
WT9	5.45405370908	248.0
OE1	5.83646556216	241.0
OE8	5.89360381649	237.0
OE9	5.858836335	244.0
