	shannon	observed_otus
KO6	6.16798920817	202.0
WT8	5.08255581423	160.0
KO2	6.01462643227	212.0
KO5	6.08568477051	213.0
OE2	5.57969855263	172.0
WT1	5.57752352215	201.0
WT2	5.81131758388	203.0
WT4	5.87203226213	209.0
KO7	6.02255232102	206.0
KO3	4.73922626154	149.0
WT6	5.62281911732	186.0
OE4	5.6618674964	184.0
KO9	5.94190340644	202.0
WT3	5.91439683944	199.0
KO1	5.72115207429	197.0
KO4	5.75513941926	187.0
WT5	5.51007411811	173.0
KO8	5.71122401069	196.0
OE6	5.65017501455	176.0
OE5	5.69409938301	182.0
WT7	6.08848800505	206.0
OE7	5.5113652388	166.0
WT9	5.32888557672	175.0
OE1	5.80931353465	180.0
OE8	5.85433580769	192.0
OE9	5.7233489372	175.0
OE3	5.54488784538	174.0
