	shannon	observed_otus
KO6	6.36948201517	277.0
WT8	5.0907530512	220.0
KO2	6.16981360324	276.0
KO5	6.0784126421	281.0
OE2	5.72969208236	260.0
WT1	5.44993904977	258.0
WT2	5.87311116892	274.0
WT4	6.01623264926	297.0
KO7	5.90148816259	260.0
KO3	4.93106488328	242.0
WT6	5.84656721423	266.0
KO9	6.05186501764	262.0
WT3	5.92180096962	260.0
KO1	5.76692380289	259.0
KO4	5.88633066841	267.0
WT5	5.59385690592	231.0
KO8	5.75911152377	250.0
OE6	5.68200796262	227.0
OE5	5.838560208	247.0
WT7	6.11191174182	271.0
OE7	5.72062201052	238.0
WT9	5.57382484494	261.0
OE1	5.821280122	239.0
OE8	5.90591311657	238.0
OE9	5.77341421319	231.0
