	shannon	observed_otus
KO6	5.8920581467	127.0
WT8	4.87633961919	102.0
KO2	5.88074348757	136.0
KO5	5.69687064493	130.0
OE2	5.45187172799	103.0
WT1	5.18987297988	120.0
WT2	5.62918396223	131.0
WT4	5.79871153727	140.0
KO7	5.53600646781	113.0
KO3	4.57306473163	100.0
WT6	5.52161111121	122.0
OE4	5.44740673347	113.0
KO9	5.70853370753	120.0
WT3	5.65684224401	131.0
KO1	5.63676901845	131.0
KO4	5.63817756059	125.0
WT5	5.48799619046	124.0
KO8	5.60056864857	117.0
OE6	5.53828771568	121.0
OE5	5.52492510101	121.0
WT7	6.04808528531	150.0
OE7	5.30024951337	103.0
WT9	5.14954095087	110.0
OE1	5.56388713411	110.0
OE8	5.5960558242	118.0
OE9	5.59925863631	115.0
OE3	5.26096963251	104.0
