	shannon	observed_otus
KO6	6.04031445182	154.0
WT8	5.19777348874	134.0
KO2	5.95108309832	158.0
KO5	5.74345515202	153.0
OE2	5.4780701574	132.0
WT1	5.09955594372	142.0
WT2	5.61960009698	156.0
WT4	5.65541187268	148.0
KO7	5.74276600113	149.0
KO3	4.58159661794	115.0
WT6	5.53700714957	147.0
OE4	5.62976570927	138.0
KO9	5.85754390304	141.0
WT3	5.74862400635	149.0
KO1	5.62478441155	143.0
KO4	5.83785411001	155.0
WT5	5.51709221686	139.0
KO8	5.87539832033	154.0
OE6	5.43241180609	127.0
OE5	5.53870205787	134.0
WT7	5.93337277177	154.0
OE7	5.36822893155	133.0
WT9	5.41556748906	138.0
OE1	5.74148014614	140.0
OE8	5.73832012386	140.0
OE9	5.58590159207	135.0
OE3	5.374952617	135.0
