	shannon	observed_otus
KO6	6.25974594814	278.0
WT8	5.01023017666	210.0
KO2	6.11569888001	273.0
KO5	6.08566946962	275.0
OE2	5.63995032092	244.0
WT1	5.33265229897	246.0
WT2	5.934781505	281.0
WT4	6.01875430308	285.0
KO7	5.87644092982	247.0
KO3	4.82662777129	227.0
WT6	5.76664113343	248.0
OE4	5.75224854693	246.0
KO9	5.96044030769	247.0
WT3	5.93865265777	260.0
KO1	5.85739841467	262.0
KO4	5.976199833	251.0
WT5	5.57277821538	233.0
KO8	5.89280692904	240.0
OE6	5.70805559699	229.0
OE5	5.76274882721	231.0
WT7	6.16269712281	263.0
OE7	5.66872425549	236.0
WT9	5.50006034974	233.0
OE1	5.8785528171	234.0
OE8	5.93008881092	236.0
OE9	5.76059203515	228.0
OE3	5.51981836733	219.0
