	shannon	observed_otus
KO6	6.0878900273	220.0
WT8	5.03710950415	191.0
KO2	6.05988990186	242.0
KO5	5.97034451818	226.0
OE2	5.61562753118	204.0
WT1	5.32194875667	211.0
WT2	6.03320998263	248.0
WT4	5.9378893309	251.0
KO7	5.89574751246	231.0
KO3	4.85420696072	201.0
WT6	5.66292476811	207.0
OE4	5.65695794194	209.0
KO9	5.94773974439	215.0
WT3	6.05279970467	237.0
KO1	5.7496871211	214.0
KO4	5.93583176765	222.0
WT5	5.47317456286	198.0
KO8	5.80621085822	220.0
OE6	5.75100250667	206.0
OE5	5.72247475421	195.0
WT7	6.06518186328	249.0
OE7	5.63610149912	198.0
WT9	5.47836004187	212.0
OE1	5.78341553199	199.0
OE8	5.84209381666	205.0
OE9	5.77360153984	202.0
OE3	5.48695689493	198.0
