	shannon	observed_otus
KO6	6.16338746542	232.0
WT8	4.99717907481	182.0
KO2	6.13654511866	236.0
KO5	6.06279526753	229.0
OE2	5.63879308527	206.0
WT1	5.36749911665	217.0
WT2	5.85548346322	238.0
WT4	5.9524380505	237.0
KO7	5.81611410566	205.0
KO3	4.75003691199	178.0
WT6	5.80938966602	207.0
OE4	5.71255988655	207.0
KO9	5.90595644023	214.0
WT3	5.86176253321	216.0
KO1	5.70733216522	203.0
KO4	5.84759667291	218.0
WT5	5.52261178375	203.0
KO8	5.8324383104	207.0
OE6	5.66312047648	196.0
OE5	5.77725054027	202.0
WT7	6.02139522683	223.0
OE7	5.58053602488	193.0
WT9	5.45838755	206.0
OE1	5.80550136455	205.0
OE8	5.88446350596	202.0
OE9	5.76661232077	190.0
OE3	5.38705228845	186.0
