	shannon	observed_otus
KO6	6.07472472749	155.0
WT8	4.72840827328	102.0
KO2	5.77772401169	135.0
KO5	5.9203391904	148.0
OE2	5.44804679453	126.0
WT1	5.13794111964	130.0
WT2	5.53554687084	138.0
WT4	5.78085601257	150.0
KO7	5.65084570318	132.0
KO3	4.47977645909	103.0
WT6	5.48944772772	127.0
OE4	5.65786871446	136.0
KO9	5.82233841361	137.0
WT3	5.73897922989	133.0
KO1	5.58535129572	133.0
KO4	5.65676803166	129.0
WT5	5.32505778198	119.0
KO8	5.5264626526	129.0
OE6	5.53737846324	120.0
OE5	5.73539766299	136.0
WT7	5.94442025119	147.0
OE7	5.54870621491	124.0
WT9	5.42697421771	128.0
OE1	5.57148943233	126.0
OE8	5.57861498188	128.0
OE9	5.61162775183	124.0
OE3	5.34081574159	126.0
