	shannon	observed_otus
KO6	6.34347903607	284.0
WT8	5.0815780366	213.0
KO2	6.12578156803	286.0
KO5	6.10202855795	260.0
OE2	5.70302868114	248.0
WT1	5.22728333365	255.0
WT2	5.84646866438	284.0
WT4	5.97657930086	273.0
KO7	5.96819745886	271.0
KO3	4.78003665016	231.0
WT6	5.82640646382	250.0
KO9	6.04020673863	273.0
WT3	5.90829868769	264.0
KO1	5.80455942887	262.0
KO4	5.90158821269	260.0
WT5	5.52585884823	242.0
KO8	5.96108022974	248.0
OE6	5.69217579052	230.0
OE5	5.88802652154	255.0
WT7	6.03534993463	271.0
OE7	5.62489004479	232.0
WT9	5.48749639792	256.0
OE1	5.86337882121	234.0
OE8	5.86531817114	242.0
OE9	5.73622992858	229.0
