	shannon	observed_otus
KO6	5.00746697604	46.0
WT8	4.07187485494	33.0
KO2	4.86823475487	44.0
KO5	5.01592855748	46.0
OE2	4.79019742401	42.0
WT1	4.4306795945	41.0
WT2	5.04988272524	49.0
WT4	4.39624480655	35.0
KO7	5.32230641059	54.0
KO3	3.97086275874	35.0
WT6	5.21375888087	50.0
OE4	4.77661727754	46.0
KO9	5.3010494404	54.0
WT3	4.84706037384	46.0
KO1	4.94856724639	45.0
KO4	4.94856724639	46.0
WT5	4.89384270378	50.0
KO8	4.7129612785	41.0
OE6	4.50782690718	40.0
OE5	5.06269906156	52.0
WT7	5.31375888087	53.0
OE7	4.79522930432	43.0
WT9	4.90113020898	47.0
OE1	4.96044837843	44.0
OE8	4.98207553473	44.0
OE9	4.7872794121	44.0
OE3	4.47320775638	38.0
