	shannon	observed_otus
KO6	6.3220406615	286.0
WT8	5.10089303017	224.0
KO2	6.12779344662	281.0
KO5	6.15062557276	277.0
OE2	5.6994471863	247.0
WT1	5.39966853746	267.0
WT2	5.87853456693	298.0
WT4	5.94769239358	276.0
KO7	6.02475027938	274.0
KO3	4.93432322058	239.0
WT6	5.77413582946	268.0
KO9	6.05818217454	271.0
WT3	6.06848286132	278.0
KO1	5.81116195469	264.0
KO4	5.94576443464	255.0
WT5	5.4786185887	235.0
KO8	5.89313837727	248.0
OE6	5.73891603797	245.0
OE5	5.81284451408	234.0
WT7	6.08950651111	278.0
OE7	5.64969860438	232.0
WT9	5.61532637896	258.0
OE1	5.86187566556	244.0
OE8	5.9379099787	242.0
OE9	5.84034610834	237.0
