	shannon	observed_otus
KO6	5.14820731525	47.0
WT8	4.57569260635	41.0
KO2	5.32021091001	54.0
KO5	5.20562979094	54.0
OE2	4.83185259501	43.0
WT1	4.38723610017	37.0
WT2	5.04759785189	51.0
WT4	5.07452665971	48.0
KO7	5.22418468174	52.0
KO3	3.82736878486	32.0
WT6	5.00943684581	47.0
OE4	4.69851284412	43.0
KO9	5.12720866055	48.0
WT3	4.81763446142	46.0
KO1	4.71370037221	41.0
KO4	4.70885663091	42.0
WT5	4.37755910524	41.0
KO8	4.73260010186	41.0
OE6	4.668679084	40.0
OE5	5.09643294556	50.0
WT7	5.05192334657	49.0
OE7	4.98683130681	47.0
WT9	4.88230641059	45.0
OE1	4.92091675572	46.0
OE8	4.80762710035	43.0
OE9	5.03031646226	48.0
OE3	4.56612224873	43.0
