	shannon	observed_otus
KO6	6.26733129317	245.0
WT8	5.1728818031	222.0
KO2	6.15435050861	253.0
KO5	6.13176925418	274.0
OE2	5.71485350697	236.0
WT1	5.4112978768	247.0
WT2	5.98175964571	270.0
WT4	5.89031655036	260.0
KO7	5.86677706749	238.0
KO3	4.68288660789	190.0
WT6	5.78380031195	244.0
OE4	5.74481342477	230.0
KO9	5.96178834549	239.0
WT3	6.03770082672	261.0
KO1	5.90947814539	254.0
KO4	5.90862217317	237.0
WT5	5.63552222852	221.0
KO8	5.86027314873	233.0
OE6	5.71731073158	218.0
OE5	5.85411705113	230.0
WT7	6.08396636461	245.0
OE7	5.65513495609	217.0
WT9	5.58384077958	236.0
OE1	5.84859487418	232.0
OE8	5.88534532236	231.0
OE9	5.80017017427	220.0
OE3	5.49912535649	214.0
