	shannon	observed_otus
KO6	5.90009277053	92.0
WT8	4.45212539764	59.0
KO2	5.63091758111	79.0
KO5	5.57396619725	79.0
OE2	4.96436472656	62.0
WT1	4.82290860366	74.0
WT2	5.01119073857	70.0
WT4	5.23141832253	75.0
KO7	5.1748962073	71.0
KO3	4.37392539865	58.0
WT6	5.0020109977	66.0
OE4	5.2152466479	71.0
KO9	5.34408148671	74.0
WT3	5.51487310631	77.0
KO1	5.16696038553	72.0
KO4	5.41776574257	78.0
WT5	5.04035779134	63.0
KO8	5.3738430647	67.0
OE6	5.0048375022	64.0
OE5	5.22329311459	67.0
WT7	5.58250690376	75.0
OE7	5.3514084847	76.0
WT9	4.94818074619	67.0
OE1	5.11176569314	67.0
OE8	5.26694013004	71.0
OE9	5.60182080305	82.0
OE3	4.8332663979	62.0
