	shannon	observed_otus
KO6	6.06632052993	135.0
WT8	4.89340420471	97.0
KO2	5.78272348528	129.0
KO5	5.63397672823	125.0
OE2	5.40766274931	118.0
WT1	4.91359788509	115.0
WT2	5.50895938286	123.0
WT4	5.60514159799	129.0
KO7	5.73692697491	126.0
KO3	4.70498302593	107.0
WT6	5.53014646425	117.0
OE4	5.59495386228	123.0
KO9	5.66027078334	116.0
WT3	5.79980053758	143.0
KO1	5.34875928844	110.0
KO4	5.69778106376	134.0
WT5	5.18997311562	105.0
KO8	5.37714677097	115.0
OE6	5.46676845032	112.0
OE5	5.4915842083	111.0
WT7	5.73766939733	119.0
OE7	5.48590981295	109.0
WT9	5.15336989898	101.0
OE1	5.60209975053	117.0
OE8	5.69559608529	120.0
OE9	5.52154514494	110.0
OE3	5.16271307627	105.0
