	shannon	observed_otus
KO6	5.03433909577	48.0
WT8	4.29821162199	35.0
KO2	5.17254464753	50.0
KO5	5.01543429086	49.0
OE2	4.61957383724	42.0
WT1	4.37388451167	41.0
WT2	4.76663009644	43.0
WT4	5.29238287243	55.0
KO7	5.41475753557	55.0
KO3	4.1378622947	42.0
WT6	4.64333250492	39.0
OE4	4.76679022075	47.0
KO9	5.10253671138	50.0
WT3	4.98956590109	49.0
KO1	4.88699859875	46.0
KO4	4.97833923141	48.0
WT5	4.85808091592	50.0
KO8	5.24804719094	52.0
OE6	4.8642554333	43.0
OE5	5.0434169029	49.0
WT7	4.93278766579	44.0
OE7	5.18920596995	48.0
WT9	4.73926878535	45.0
OE1	4.78395257212	45.0
OE8	4.82580215815	42.0
OE9	4.95511746671	45.0
OE3	5.00677279815	49.0
