	shannon	observed_otus
KO6	6.30143141432	273.0
WT8	5.07697318914	218.0
KO2	6.16114424627	284.0
KO5	6.05293690499	272.0
OE2	5.6902272386	248.0
WT1	5.29069963289	237.0
WT2	5.93631099321	284.0
WT4	6.07554535549	291.0
KO7	5.94506812825	262.0
KO3	4.81686201593	233.0
WT6	5.72452047844	240.0
KO9	6.00947675188	252.0
WT3	5.90128924345	265.0
KO1	5.81029325959	250.0
KO4	5.96963597781	267.0
WT5	5.67042929911	244.0
KO8	5.86647713329	245.0
OE6	5.66544873202	225.0
OE5	5.80731876044	232.0
WT7	6.12429639067	266.0
OE7	5.66987263664	235.0
WT9	5.49789438281	242.0
OE1	5.88428924891	244.0
OE8	5.91670147701	236.0
OE9	5.88164476602	240.0
