	shannon	observed_otus
KO6	6.21301547966	204.0
WT8	5.01250953556	162.0
KO2	6.05594289617	202.0
KO5	6.08747846336	207.0
OE2	5.63565211304	179.0
WT1	5.346744927	188.0
WT2	5.98545743991	225.0
WT4	5.80951009538	204.0
KO7	5.65639315516	180.0
KO3	4.78511093097	165.0
WT6	5.70060188554	184.0
OE4	5.66917111091	183.0
KO9	6.00466218043	202.0
WT3	5.94087762114	199.0
KO1	5.83017143594	195.0
KO4	5.71705418152	186.0
WT5	5.46644090071	171.0
KO8	5.79515575425	182.0
OE6	5.67707561286	183.0
OE5	5.71567712452	182.0
WT7	5.98120660248	191.0
OE7	5.56650800699	178.0
WT9	5.56021775037	193.0
OE1	5.75225329138	175.0
OE8	5.82706045026	179.0
OE9	5.6800105106	173.0
OE3	5.53871991395	164.0
