	shannon	observed_otus
KO6	5.39947222159	55.0
WT8	4.27495319609	35.0
KO2	5.45717328477	58.0
KO5	5.03686668258	48.0
OE2	4.74444299723	44.0
WT1	4.74065844023	48.0
WT2	4.90298316588	49.0
WT4	4.93202496222	46.0
KO7	4.81004450034	44.0
KO3	4.05256904457	39.0
WT6	4.7767822846	44.0
OE4	4.79575619027	45.0
KO9	5.04047087629	48.0
WT3	4.93427551185	47.0
KO1	4.81617463007	45.0
KO4	4.91085213148	47.0
WT5	4.98437447155	43.0
KO8	4.77299052695	42.0
OE6	4.69232436377	41.0
OE5	4.93540850202	47.0
WT7	5.23375888087	53.0
OE7	4.69908122142	45.0
WT9	4.580973139	46.0
OE1	4.93199187225	44.0
OE8	5.10441555761	48.0
OE9	4.93359875656	46.0
OE3	4.40002136746	36.0
