	shannon	observed_otus
KO6	6.1208083672	241.0
WT8	5.13666417008	210.0
KO2	6.15555333128	245.0
KO5	6.0528992835	251.0
OE2	5.72470600651	234.0
WT1	5.36068000404	230.0
WT2	5.92824833182	259.0
WT4	5.94708489429	263.0
KO7	5.89726561458	244.0
KO3	4.76932597086	205.0
WT6	5.70647896176	226.0
OE4	5.71327074817	236.0
KO9	5.99897729761	247.0
WT3	5.77158552147	239.0
KO1	5.78614822808	243.0
KO4	5.88674455111	236.0
WT5	5.62485879677	216.0
KO8	5.6678239329	207.0
OE6	5.68351685149	208.0
OE5	5.7887602979	225.0
WT7	6.11084456514	253.0
OE7	5.64799364619	217.0
WT9	5.54806815777	229.0
OE1	5.87771661152	224.0
OE8	5.85784896508	215.0
OE9	5.81267018344	214.0
OE3	5.49904577842	206.0
