	shannon	observed_otus
KO6	6.29966310605	272.0
WT8	5.10125262257	220.0
KO2	6.05803308311	275.0
KO5	6.14097645156	277.0
OE2	5.7001731073	247.0
WT1	5.39932767584	250.0
WT2	5.82757978034	277.0
WT4	5.8823152646	278.0
KO7	5.94173993564	263.0
KO3	4.82030381333	230.0
WT6	5.80631730674	249.0
KO9	6.03412656762	265.0
WT3	6.12649980972	280.0
KO1	5.82614293622	266.0
KO4	5.95612612596	273.0
WT5	5.55367783603	246.0
KO8	5.91910236545	252.0
OE6	5.69348482893	230.0
OE5	5.78347730764	240.0
WT7	6.14828427433	274.0
OE7	5.68461452433	236.0
WT9	5.57069825108	257.0
OE1	5.84561268801	245.0
OE8	5.94002145324	249.0
OE9	5.83331789781	233.0
