	shannon	observed_otus
KO6	5.20556069018	52.0
WT8	4.70393860915	44.0
KO2	5.1870896223	52.0
KO5	5.08873759266	50.0
OE2	4.7543771275	43.0
WT1	4.32649576096	41.0
WT2	4.67332621956	48.0
WT4	4.8466711825	42.0
KO7	4.82046906746	46.0
KO3	4.15335365919	41.0
WT6	4.66028108649	48.0
OE4	4.72823475487	41.0
KO9	4.96111838312	49.0
WT3	4.76621165664	46.0
KO1	4.97480027242	47.0
KO4	5.01743160026	49.0
WT5	4.66307418943	43.0
KO8	4.81088137994	46.0
OE6	4.71077763891	40.0
OE5	4.64531461759	42.0
WT7	4.84316749786	44.0
OE7	4.78756859169	44.0
WT9	4.88925422364	50.0
OE1	4.64856724639	41.0
OE8	4.90305734191	49.0
OE9	4.78655934488	45.0
OE3	4.79954074728	40.0
