	shannon	observed_otus
KO6	6.25139507781	255.0
WT8	5.12768248524	215.0
KO2	6.1690216407	286.0
KO5	6.04747176734	257.0
OE2	5.70718241569	236.0
WT1	5.33644853803	241.0
WT2	5.92230615575	277.0
WT4	5.95949648379	288.0
KO7	5.82385390686	250.0
KO3	4.73674397466	211.0
WT6	5.73331975822	236.0
OE4	5.74979437597	246.0
KO9	6.06892488117	258.0
WT3	6.02595208289	267.0
KO1	5.83629562782	245.0
KO4	5.87899940149	262.0
WT5	5.61055092054	238.0
KO8	5.91920944195	255.0
OE6	5.74431635575	234.0
OE5	5.82908887228	236.0
WT7	6.12583768056	266.0
OE7	5.57385494985	222.0
WT9	5.45499597582	239.0
OE1	5.81858740818	230.0
OE8	5.89967915905	240.0
OE9	5.80261463791	227.0
OE3	5.51904571831	220.0
