	shannon	observed_otus
KO6	6.37166481667	296.0
WT8	5.11870858305	242.0
KO2	6.18811906059	307.0
KO5	6.14914473695	303.0
OE2	5.72122246342	269.0
WT1	5.28251907146	255.0
WT2	5.95771946876	313.0
WT4	5.96468646941	314.0
KO7	5.98489109239	284.0
KO3	4.77041462511	242.0
WT6	5.78750934098	276.0
KO9	5.99225167653	285.0
WT3	6.05151792997	298.0
KO1	5.76426069544	283.0
KO4	5.94220930474	283.0
WT5	5.60767686197	273.0
KO8	5.92090876731	272.0
OE6	5.73348338325	254.0
OE5	5.85687925892	264.0
WT7	6.06056700378	284.0
OE7	5.66093133875	254.0
WT9	5.49721287699	279.0
OE1	5.897456975	262.0
OE8	5.92991533599	259.0
OE9	5.85659104817	254.0
