	shannon	observed_otus
KO6	6.24320965251	291.0
WT8	5.08439554	237.0
KO2	6.16361818918	305.0
KO5	6.08478550582	289.0
OE2	5.71542334836	252.0
WT1	5.36248000958	257.0
WT2	5.96925128478	306.0
WT4	6.00642486343	293.0
KO7	5.98838378531	280.0
KO3	4.79255285158	234.0
WT6	5.7822902031	262.0
KO9	6.1309261414	268.0
WT3	5.94201730906	267.0
KO1	5.82870451784	264.0
KO4	5.97388554625	277.0
WT5	5.56989000987	249.0
KO8	5.90459120358	255.0
OE6	5.72034919748	239.0
OE5	5.84369565336	255.0
WT7	6.19837901686	287.0
OE7	5.67236618581	237.0
WT9	5.51328878088	255.0
OE1	5.83479967855	246.0
OE8	5.91416621072	246.0
OE9	5.83183356968	244.0
