	shannon	observed_otus
KO6	6.32464905862	292.0
WT8	5.05946788413	244.0
KO2	6.16579777616	304.0
KO5	6.14555978287	301.0
OE2	5.72132151327	268.0
WT1	5.40548964136	276.0
WT2	5.9910560878	291.0
WT4	6.032454124	301.0
KO7	5.91426968221	273.0
KO3	4.77274956331	247.0
WT6	5.8121522223	277.0
KO9	5.9798952718	272.0
WT3	5.95953613914	269.0
KO1	5.81503751789	263.0
KO4	6.00618954678	282.0
WT5	5.64388689399	256.0
KO8	5.90764457245	262.0
OE6	5.71800066835	245.0
OE5	5.81436733282	250.0
WT7	6.15106948779	285.0
OE7	5.66610394405	240.0
WT9	5.56228086068	270.0
OE1	5.83369984077	249.0
OE8	5.90991773904	253.0
OE9	5.85526238127	256.0
