	shannon	observed_otus
KO6	6.35198047974	315.0
WT8	5.16062428226	242.0
KO2	6.15068991225	311.0
KO5	6.07984498535	294.0
OE2	5.74314781698	273.0
WT1	5.41055908435	268.0
WT2	6.02660782274	315.0
WT4	5.97922478413	303.0
KO7	5.9968477423	272.0
KO3	4.74823073235	222.0
WT6	5.75439648232	273.0
KO9	6.15555513976	288.0
WT3	6.00676210236	303.0
KO1	5.81240780529	296.0
KO4	5.9138001412	268.0
WT5	5.5924607576	255.0
KO8	5.91162115499	266.0
OE6	5.68494197825	237.0
OE5	5.84935578106	263.0
WT7	6.09558536395	292.0
OE7	5.64094042626	242.0
WT9	5.5891915622	280.0
OE1	5.84624217277	254.0
OE8	5.93470363045	259.0
OE9	5.82374185354	254.0
