	shannon	observed_otus
KO6	6.03872511455	156.0
WT8	5.00444974264	126.0
KO2	5.94229558422	156.0
KO5	5.99874186927	175.0
OE2	5.39303285205	135.0
WT1	5.22923778529	147.0
WT2	5.49586795798	153.0
WT4	5.76850500115	161.0
KO7	5.62756209732	136.0
KO3	4.80946175219	121.0
WT6	5.47174340472	140.0
OE4	5.56796524719	150.0
KO9	5.84369912647	146.0
WT3	5.9115532983	162.0
KO1	5.57500441819	139.0
KO4	5.6057855067	148.0
WT5	5.4491336565	134.0
KO8	5.72957583735	143.0
OE6	5.5151839121	132.0
OE5	5.77478221532	149.0
WT7	6.02504940799	172.0
OE7	5.4781762267	132.0
WT9	5.40056501355	146.0
OE1	5.6597380896	133.0
OE8	5.69210397	138.0
OE9	5.56685880173	129.0
OE3	5.34911967284	128.0
