	shannon	observed_otus
KO6	6.30804532151	269.0
WT8	5.06876101024	218.0
KO2	6.09397816501	271.0
KO5	6.04017230095	255.0
OE2	5.68860168036	228.0
WT1	5.45816998885	244.0
WT2	5.92695808472	273.0
WT4	5.90632879858	259.0
KO7	5.89346472441	256.0
KO3	4.83646134328	215.0
WT6	5.71771667662	243.0
OE4	5.74843673266	241.0
KO9	6.08009968327	239.0
WT3	5.94269243331	241.0
KO1	5.87941934674	242.0
KO4	5.87934988443	235.0
WT5	5.52274361426	224.0
KO8	5.96846954192	246.0
OE6	5.71654805019	225.0
OE5	5.82576381789	237.0
WT7	6.09659575598	246.0
OE7	5.66726675797	215.0
WT9	5.57528201014	229.0
OE1	5.76609489354	221.0
OE8	5.90317332896	228.0
OE9	5.81050341004	217.0
OE3	5.5124526921	215.0
