	shannon	observed_otus
KO6	6.14305681871	173.0
WT8	4.9535102877	128.0
KO2	5.93301461727	167.0
KO5	5.82514546223	168.0
OE2	5.60820299635	153.0
WT1	5.05895582152	148.0
WT2	5.66048986171	164.0
WT4	5.81022345244	177.0
KO7	5.74749560186	155.0
KO3	4.73584669595	138.0
WT6	5.72340486086	156.0
OE4	5.63145708847	149.0
KO9	5.88682342376	160.0
WT3	5.80801386237	167.0
KO1	5.7059158394	164.0
KO4	5.60754379531	151.0
WT5	5.38936389002	143.0
KO8	5.67406486446	153.0
OE6	5.53564638883	141.0
OE5	5.64100527145	145.0
WT7	5.86515672843	156.0
OE7	5.64991915324	140.0
WT9	5.32799623445	145.0
OE1	5.58148280848	142.0
OE8	5.74024080901	143.0
OE9	5.69779244551	155.0
OE3	5.37789909736	142.0
