	shannon	observed_otus
KO6	6.31655594634	258.0
WT8	5.03175771415	196.0
KO2	6.03728485612	267.0
KO5	6.06572466072	270.0
OE2	5.65845217144	230.0
WT1	5.38191566492	231.0
WT2	5.97907446086	291.0
WT4	5.92007912246	266.0
KO7	5.86454341081	251.0
KO3	4.66707048806	196.0
WT6	5.74957158274	239.0
OE4	5.74659991202	240.0
KO9	5.97273787478	248.0
WT3	6.05373297035	273.0
KO1	5.81084898925	236.0
KO4	5.87312728241	244.0
WT5	5.51667104178	228.0
KO8	5.8654790616	227.0
OE6	5.64934198696	215.0
OE5	5.82252046711	232.0
WT7	6.03323746667	260.0
OE7	5.6139892273	221.0
WT9	5.56425515868	229.0
OE1	5.82379501294	226.0
OE8	5.88026966915	227.0
OE9	5.7588149233	216.0
OE3	5.52279008572	219.0
