	shannon	observed_otus
KO6	6.00777423124	125.0
WT8	4.85138011602	93.0
KO2	5.6374368067	120.0
KO5	5.55542184735	105.0
OE2	5.40597147572	102.0
WT1	5.18361269979	110.0
WT2	5.60960617225	112.0
WT4	5.54345385346	119.0
KO7	5.56158438906	107.0
KO3	4.41011254884	80.0
WT6	5.36922244134	98.0
OE4	5.31738127506	107.0
KO9	5.85124838911	121.0
WT3	5.55976536355	111.0
KO1	5.5717559376	111.0
KO4	5.53510483819	110.0
WT5	5.25031206184	104.0
KO8	5.53856752763	109.0
OE6	5.53311956492	108.0
OE5	5.39805328683	101.0
WT7	5.83013536475	122.0
OE7	5.23657036586	101.0
WT9	5.32155787007	104.0
OE1	5.65409600943	107.0
OE8	5.3650965975	94.0
OE9	5.69876088528	107.0
OE3	5.3145777085	103.0
