	shannon	observed_otus
KO6	5.83350386166	86.0
WT8	4.32213988195	53.0
KO2	5.54115499265	75.0
KO5	5.57317238061	80.0
OE2	5.25763404719	70.0
WT1	4.81158776664	69.0
WT2	5.29169522912	76.0
WT4	5.0926868325	67.0
KO7	5.39509238627	74.0
KO3	4.1888209982	57.0
WT6	5.06157800714	67.0
OE4	5.23337146451	71.0
KO9	5.51579403693	76.0
WT3	5.40931788094	81.0
KO1	5.16107543262	68.0
KO4	5.42495033411	77.0
WT5	4.96344156761	68.0
KO8	5.34224854226	68.0
OE6	5.35862743535	71.0
OE5	5.23183222055	69.0
WT7	5.28655768289	69.0
OE7	5.19079353516	71.0
WT9	4.71595450261	60.0
OE1	4.99855857611	59.0
OE8	5.37976192399	76.0
OE9	5.26445801505	69.0
OE3	5.01216653032	64.0
