	shannon	observed_otus
KO6	6.09458316809	229.0
WT8	4.96560000806	190.0
KO2	6.03880793677	242.0
KO5	6.10684049884	247.0
OE2	5.72489074919	219.0
WT1	5.29062815019	226.0
WT2	5.85949164702	254.0
WT4	5.86167380565	248.0
KO7	5.86744151741	229.0
KO3	4.77554279024	199.0
WT6	5.66601066372	219.0
OE4	5.70286614288	221.0
KO9	6.02531609117	234.0
WT3	5.98472373436	248.0
KO1	5.79860033968	221.0
KO4	5.87203253435	228.0
WT5	5.56035780217	209.0
KO8	5.74622724516	219.0
OE6	5.67163194379	197.0
OE5	5.85664368284	213.0
WT7	6.08331803143	234.0
OE7	5.54630729884	191.0
WT9	5.51658986575	214.0
OE1	5.859230573	213.0
OE8	5.84280533265	217.0
OE9	5.80893283486	211.0
OE3	5.41651731556	193.0
