	shannon	observed_otus
KO6	5.22820731525	51.0
WT8	3.97303326381	32.0
KO2	4.68259216571	41.0
KO5	5.01644824278	47.0
OE2	4.67048882947	41.0
WT1	4.5853015646	42.0
WT2	4.99808091592	51.0
WT4	5.03832651394	51.0
KO7	4.62263709327	42.0
KO3	3.89084325679	35.0
WT6	4.80233061826	44.0
OE4	4.95717328477	48.0
KO9	5.03336788069	47.0
WT3	5.1463116215	49.0
KO1	4.93563715202	49.0
KO4	5.06677279815	54.0
WT5	4.53632920453	42.0
KO8	4.84392331192	44.0
OE6	4.81482828712	45.0
OE5	4.78704853624	43.0
WT7	4.95186318712	47.0
OE7	4.80820550642	47.0
WT9	4.69227103481	42.0
OE1	4.84068587985	43.0
OE8	5.05774629903	48.0
OE9	4.79845614429	43.0
OE3	4.6546948806	46.0
