	shannon	observed_otus
KO6	6.2859274824	280.0
WT8	5.0039217784	216.0
KO2	6.11701483846	288.0
KO5	6.04125276151	276.0
OE2	5.75686731828	261.0
WT1	5.30843690257	244.0
WT2	5.93217560797	290.0
WT4	5.91833127942	272.0
KO7	6.00669289854	284.0
KO3	4.87011905413	241.0
WT6	5.8050684928	278.0
KO9	6.06029899723	276.0
WT3	5.96477205448	287.0
KO1	5.90340703964	278.0
KO4	6.00894338283	279.0
WT5	5.70982762975	257.0
KO8	5.87464003537	262.0
OE6	5.66544939164	234.0
OE5	5.88279336699	255.0
WT7	6.14170881469	286.0
OE7	5.68484917548	239.0
WT9	5.50155837475	253.0
OE1	5.88266874655	254.0
OE8	5.92826054482	253.0
OE9	5.81466061442	238.0
