	shannon	observed_otus
KO6	6.25662472281	245.0
WT8	5.13969495099	213.0
KO2	6.11067416484	257.0
KO5	6.13204077416	258.0
OE2	5.68186935863	229.0
WT1	5.36697378864	231.0
WT2	5.90460104103	254.0
WT4	5.85675420842	257.0
KO7	5.88759709494	231.0
KO3	4.88537689385	216.0
WT6	5.84113659491	234.0
OE4	5.70198250889	229.0
KO9	5.98957646475	243.0
WT3	5.97337115244	250.0
KO1	5.7828779915	230.0
KO4	5.92998690692	247.0
WT5	5.48754905048	229.0
KO8	5.93939750596	241.0
OE6	5.70595997804	206.0
OE5	5.74665163438	222.0
WT7	6.15613257439	262.0
OE7	5.63478320247	208.0
WT9	5.5017894875	238.0
OE1	5.81901110678	216.0
OE8	5.87044226246	221.0
OE9	5.81576564132	216.0
OE3	5.48780369302	208.0
