	shannon	observed_otus
KO6	6.27693068745	267.0
WT8	5.08835510861	235.0
KO2	6.16773450194	301.0
KO5	6.12620647036	290.0
OE2	5.69964214082	258.0
WT1	5.37179905678	266.0
WT2	5.91442382488	298.0
WT4	5.96575550671	291.0
KO7	5.95253083253	276.0
KO3	4.82659581522	229.0
WT6	5.75568201426	255.0
KO9	6.01746429909	256.0
WT3	5.98614359618	281.0
KO1	5.81777671595	273.0
KO4	5.95853668918	272.0
WT5	5.61672849253	260.0
KO8	5.88729293325	254.0
OE6	5.67516975302	234.0
OE5	5.79913622253	247.0
WT7	6.19797530434	297.0
OE7	5.67142196419	245.0
WT9	5.52829929316	269.0
OE1	5.87729373986	238.0
OE8	5.91398401599	253.0
OE9	5.78700511903	229.0
