	shannon	observed_otus
KO6	6.10253844783	165.0
WT8	4.86717076576	127.0
KO2	6.07050985177	182.0
KO5	5.94435648447	172.0
OE2	5.63870478172	151.0
WT1	5.18436929595	158.0
WT2	5.75932186096	178.0
WT4	5.88222911696	179.0
KO7	5.79500784175	169.0
KO3	4.65562802092	133.0
WT6	5.58434339364	165.0
OE4	5.63607677105	147.0
KO9	5.78846288476	169.0
WT3	5.76330523497	164.0
KO1	5.70013826836	159.0
KO4	5.86228716319	182.0
WT5	5.50782897351	150.0
KO8	5.63001393427	160.0
OE6	5.45631134629	149.0
OE5	5.68910079622	156.0
WT7	6.01705596629	187.0
OE7	5.46086011859	146.0
WT9	5.37761073849	155.0
OE1	5.65498705411	150.0
OE8	5.74288416986	161.0
OE9	5.66634403083	158.0
OE3	5.31967583621	146.0
