	shannon	observed_otus
KO6	6.29088869253	274.0
WT8	5.04645284277	219.0
KO2	6.1577463435	270.0
KO5	6.0282962932	253.0
OE2	5.75484513852	249.0
WT1	5.5092322499	237.0
WT2	5.82810777077	270.0
WT4	5.9045163249	278.0
KO7	5.91128841162	257.0
KO3	4.79964215242	224.0
WT6	5.73657720876	249.0
OE4	5.746909519	246.0
KO9	5.97385879573	247.0
WT3	6.03825636468	271.0
KO1	5.78246169505	244.0
KO4	5.99804943034	268.0
WT5	5.58962949943	250.0
KO8	5.91153938449	262.0
OE6	5.68272856376	223.0
OE5	5.8448022479	234.0
WT7	6.14908086377	266.0
OE7	5.66630891405	221.0
WT9	5.53077113454	256.0
OE1	5.84104923368	228.0
OE8	5.87139456733	226.0
OE9	5.83236837002	232.0
OE3	5.52426168613	221.0
