	shannon	observed_otus
KO6	6.2522832982	223.0
WT8	5.05268589618	181.0
KO2	6.13879691208	243.0
KO5	6.11911529828	235.0
OE2	5.74395928312	212.0
WT1	5.47679344035	222.0
WT2	5.85687102487	243.0
WT4	5.93261918869	237.0
KO7	5.89105901193	206.0
KO3	4.79427032446	183.0
WT6	5.76846757906	207.0
OE4	5.73344191343	209.0
KO9	5.93596782624	215.0
WT3	6.07255903782	235.0
KO1	5.76916889444	223.0
KO4	5.81732048288	230.0
WT5	5.54859183368	201.0
KO8	5.89498273669	211.0
OE6	5.67634724734	190.0
OE5	5.70819241058	196.0
WT7	6.11545674102	224.0
OE7	5.61342982621	206.0
WT9	5.39979596153	196.0
OE1	5.78227700434	203.0
OE8	5.86543676428	201.0
OE9	5.81656437437	207.0
OE3	5.47941837581	187.0
