	shannon	observed_otus
KO6	6.27717418935	265.0
WT8	5.0113996521	208.0
KO2	6.12563336167	267.0
KO5	6.09025627234	274.0
OE2	5.71476329997	239.0
WT1	5.34616986754	260.0
WT2	5.94005721913	287.0
WT4	6.07659883462	289.0
KO7	5.98039660095	255.0
KO3	4.75915365428	204.0
WT6	5.77542807794	247.0
OE4	5.74547360046	248.0
KO9	5.98798192836	254.0
WT3	6.01780094164	263.0
KO1	5.78795741727	248.0
KO4	5.91559665846	256.0
WT5	5.50621021323	227.0
KO8	5.87883767814	244.0
OE6	5.78865316959	231.0
OE5	5.80023506476	238.0
WT7	6.15205015433	276.0
OE7	5.64508695616	229.0
WT9	5.48546050867	239.0
OE1	5.86039230059	240.0
OE8	5.89608252905	230.0
OE9	5.75764454082	230.0
OE3	5.50653415007	218.0
