	shannon	observed_otus
KO6	5.91041759334	113.0
WT8	4.90742161448	95.0
KO2	5.66340538384	112.0
KO5	5.57375983763	106.0
OE2	5.59685606799	109.0
WT1	5.14174597956	103.0
WT2	5.44992731091	115.0
WT4	5.44110266461	117.0
KO7	5.46736304344	106.0
KO3	4.6814644036	98.0
WT6	5.53614810488	120.0
OE4	5.3616167327	99.0
KO9	5.55454710182	102.0
WT3	5.52066967659	109.0
KO1	5.39363158494	103.0
KO4	5.47379126759	99.0
WT5	5.23910301354	109.0
KO8	5.62069896894	108.0
OE6	5.44741921339	100.0
OE5	5.49189979427	102.0
WT7	5.69301217732	112.0
OE7	5.64097402015	108.0
WT9	5.16513613511	97.0
OE1	5.5642874641	104.0
OE8	5.39871875398	97.0
OE9	5.48491241967	104.0
OE3	5.08173770953	92.0
