	shannon	observed_otus
KO6	6.21230713838	254.0
WT8	5.08488150386	216.0
KO2	6.13731973916	266.0
KO5	6.00395402203	242.0
OE2	5.67220949972	227.0
WT1	5.40823403496	243.0
WT2	5.89504692908	260.0
WT4	5.92704430377	265.0
KO7	5.92351463331	245.0
KO3	4.75014335992	192.0
WT6	5.78446981561	237.0
OE4	5.77013073078	235.0
KO9	5.96652047171	237.0
WT3	5.87245735088	239.0
KO1	5.76285401641	237.0
KO4	5.91997360879	243.0
WT5	5.54618902308	219.0
KO8	5.83262578794	230.0
OE6	5.70034790166	219.0
OE5	5.83087193571	219.0
WT7	6.19311185868	255.0
OE7	5.64504844592	212.0
WT9	5.57437188645	226.0
OE1	5.83552398974	222.0
OE8	5.91775101896	225.0
OE9	5.85419060052	226.0
OE3	5.46104009556	208.0
