	shannon	observed_otus
KO6	6.26244955156	277.0
WT8	5.12258179963	239.0
KO2	6.21045788305	296.0
KO5	6.08516024059	275.0
OE2	5.69767390975	268.0
WT1	5.39811773098	270.0
WT2	5.91329791241	283.0
WT4	5.99513021574	301.0
KO7	6.00270769682	277.0
KO3	4.82893227705	243.0
WT6	5.84042336826	266.0
KO9	6.09207808326	283.0
WT3	6.06370581984	291.0
KO1	5.87559167089	274.0
KO4	5.97106206757	288.0
WT5	5.61858796414	256.0
KO8	5.90114333355	264.0
OE6	5.77165068524	245.0
OE5	5.8144353804	256.0
WT7	6.07523258773	284.0
OE7	5.69421446883	252.0
WT9	5.51071543412	263.0
OE1	5.84245085932	258.0
OE8	5.9260103645	257.0
OE9	5.8611552319	259.0
