	shannon	observed_otus
KO6	5.52595169036	61.0
WT8	3.98250621742	30.0
KO2	4.93192334657	47.0
KO5	4.8543665354	43.0
OE2	4.59484135848	41.0
WT1	4.08376319935	35.0
WT2	5.0512740309	53.0
WT4	4.78723286821	46.0
KO7	5.17057477775	54.0
KO3	4.3820429154	41.0
WT6	5.17043550051	51.0
OE4	4.35808421751	37.0
KO9	4.88779946755	45.0
WT3	5.04272485039	50.0
KO1	5.04823475487	47.0
KO4	5.05999227704	49.0
WT5	4.70008539296	47.0
KO8	4.9553651901	45.0
OE6	4.84218902313	40.0
OE5	4.66730685173	41.0
WT7	4.73005509244	44.0
OE7	4.75727147595	43.0
WT9	4.92889936776	48.0
OE1	5.13475753557	50.0
OE8	4.9711122558	46.0
OE9	4.83491765988	42.0
OE3	4.82007987612	46.0
