	shannon	observed_otus
KO6	6.21791362084	286.0
WT8	5.0779065927	243.0
KO2	6.18656446811	301.0
KO5	6.17192391166	297.0
OE2	5.73516870937	271.0
WT1	5.38797888949	260.0
WT2	6.01411591282	315.0
WT4	5.97314621017	321.0
KO7	5.95043353297	274.0
KO3	4.85535263579	236.0
WT6	5.84639196496	274.0
KO9	6.02349124094	283.0
WT3	5.97577771584	286.0
KO1	5.83125958504	274.0
KO4	5.93400060862	292.0
WT5	5.61099919305	241.0
KO8	5.89556027205	272.0
OE6	5.74176068101	246.0
OE5	5.8415466127	255.0
WT7	6.1328771973	294.0
OE7	5.71239481658	254.0
WT9	5.5588623286	273.0
OE1	5.8714081717	261.0
OE8	5.92542303544	255.0
OE9	5.8335821795	250.0
