	shannon	observed_otus
KO6	6.25287632735	286.0
WT8	5.01020058711	224.0
KO2	6.19421301909	288.0
KO5	6.1199194324	297.0
OE2	5.72303161041	259.0
WT1	5.37943493143	269.0
WT2	5.90441536748	283.0
WT4	6.03632357491	294.0
KO7	5.99410735034	283.0
KO3	4.86643601581	236.0
WT6	5.75307949516	269.0
KO9	5.98658865698	266.0
WT3	5.9558027656	270.0
KO1	5.79786107294	262.0
KO4	5.89526724624	279.0
WT5	5.61843595141	243.0
KO8	5.87132057623	258.0
OE6	5.69888415961	240.0
OE5	5.83585977662	261.0
WT7	6.14678659816	293.0
OE7	5.69362805801	246.0
WT9	5.60358932321	268.0
OE1	5.87566969743	244.0
OE8	5.91658405199	254.0
OE9	5.81637783779	240.0
