	shannon	observed_otus
KO6	6.32732522085	312.0
WT8	5.11079776012	242.0
KO2	6.14071594733	299.0
KO5	6.077914116	306.0
OE2	5.71688044014	264.0
WT1	5.53974820571	279.0
WT2	5.98983527046	311.0
WT4	6.02397603834	297.0
KO7	5.99945190459	278.0
KO3	4.79264020868	232.0
WT6	5.76301564138	271.0
KO9	6.04618041447	273.0
WT3	6.02518775546	298.0
KO1	5.87680613065	274.0
KO4	5.91718309941	282.0
WT5	5.70035637363	274.0
KO8	5.86857091761	258.0
OE6	5.66580181489	242.0
OE5	5.84114606839	255.0
WT7	6.08659021382	288.0
OE7	5.72778539444	246.0
WT9	5.53776692474	264.0
OE1	5.86901884917	258.0
OE8	5.92597390015	254.0
OE9	5.81477750658	250.0
