	shannon	observed_otus
KO6	6.32714473532	294.0
WT8	5.09118376578	238.0
KO2	6.18958831267	298.0
KO5	6.16879625887	296.0
OE2	5.72349002724	270.0
WT1	5.36728888196	263.0
WT2	5.92213885364	287.0
WT4	5.95869068755	299.0
KO7	5.98938972821	294.0
KO3	4.89366505027	246.0
WT6	5.8820334296	287.0
KO9	5.97296720205	281.0
WT3	6.07477304662	297.0
KO1	5.89148028228	285.0
KO4	5.96142897241	283.0
WT5	5.66082247127	259.0
KO8	5.97372231714	276.0
OE6	5.72334621823	241.0
OE5	5.85113125699	256.0
WT7	6.17659112484	296.0
OE7	5.64989735537	240.0
WT9	5.52362802972	278.0
OE1	5.83877730069	252.0
OE8	5.91885595876	256.0
OE9	5.86329406611	256.0
