	shannon	observed_otus
KO6	6.16210640762	186.0
WT8	4.7659253844	135.0
KO2	5.96689782628	180.0
KO5	5.91395346169	184.0
OE2	5.48129602057	148.0
WT1	5.37804395779	175.0
WT2	5.79955072356	188.0
WT4	5.86647396704	184.0
KO7	5.62937526178	156.0
KO3	4.76845434589	136.0
WT6	5.58324948214	158.0
OE4	5.64119245722	159.0
KO9	5.98750373115	182.0
WT3	5.83261619587	179.0
KO1	5.70745696717	168.0
KO4	5.78307388224	162.0
WT5	5.46744736101	160.0
KO8	5.71341881946	166.0
OE6	5.52304725878	155.0
OE5	5.72920443939	169.0
WT7	6.0448697201	176.0
OE7	5.47739188079	136.0
WT9	5.4532799759	163.0
OE1	5.67206844184	144.0
OE8	5.74306286903	153.0
OE9	5.59619298951	151.0
OE3	5.32192705612	139.0
