	shannon	observed_otus
KO6	6.32268271255	266.0
WT8	5.11879377445	202.0
KO2	6.21044293754	253.0
KO5	6.09525815889	249.0
OE2	5.72859291247	218.0
WT1	5.25475388038	218.0
WT2	5.87662953798	250.0
WT4	6.0275394548	266.0
KO7	5.94182737058	237.0
KO3	4.72652507692	198.0
WT6	5.80143075682	227.0
OE4	5.7116720211	216.0
KO9	6.01961645015	233.0
WT3	5.94186341712	237.0
KO1	5.78100052931	230.0
KO4	5.87617263588	232.0
WT5	5.51190981784	201.0
KO8	5.97107309281	236.0
OE6	5.67694473552	205.0
OE5	5.85288638	217.0
WT7	6.05556078562	244.0
OE7	5.61669055747	202.0
WT9	5.49327954274	220.0
OE1	5.83782072572	207.0
OE8	5.82847357204	199.0
OE9	5.79932373546	209.0
OE3	5.44287994993	196.0
