	shannon	observed_otus
KO6	6.30291871414	229.0
WT8	4.89051068393	185.0
KO2	6.11424399999	225.0
KO5	6.03266985626	229.0
OE2	5.69384455002	204.0
WT1	5.40775053634	207.0
WT2	5.86961965406	230.0
WT4	5.95873511188	241.0
KO7	5.8480742726	207.0
KO3	4.75439142597	180.0
WT6	5.73990166392	214.0
OE4	5.62548795347	201.0
KO9	5.94140542402	213.0
WT3	5.9205525007	224.0
KO1	5.73192532819	211.0
KO4	5.85431744713	214.0
WT5	5.51855594158	208.0
KO8	5.90229733627	218.0
OE6	5.65835718067	201.0
OE5	5.84090944479	193.0
WT7	6.05603963823	214.0
OE7	5.6248943174	195.0
WT9	5.49967097792	211.0
OE1	5.87337209586	201.0
OE8	5.84132652022	207.0
OE9	5.80564405219	204.0
OE3	5.47551211559	196.0
