	shannon	observed_otus
KO6	6.28092314663	285.0
WT8	5.07128605277	237.0
KO2	6.09561212759	274.0
KO5	6.11862386654	286.0
OE2	5.71371673547	259.0
WT1	5.40729751794	255.0
WT2	5.85239162845	281.0
WT4	6.02156979768	322.0
KO7	5.94004015381	268.0
KO3	4.83861735772	241.0
WT6	5.83856383274	267.0
KO9	6.08844260716	270.0
WT3	5.9833548746	280.0
KO1	5.75207004592	265.0
KO4	5.98151999486	284.0
WT5	5.55464315329	258.0
KO8	5.90810131762	253.0
OE6	5.73130550072	242.0
OE5	5.86387887247	256.0
WT7	6.1283391943	292.0
OE7	5.68502268675	243.0
WT9	5.51165305845	267.0
OE1	5.8801385246	248.0
OE8	5.89290769468	250.0
OE9	5.8599182472	248.0
