	shannon	observed_otus
KO6	6.33322870764	295.0
WT8	5.10593116647	225.0
KO2	6.16052451716	288.0
KO5	6.17127971376	285.0
OE2	5.71430225395	257.0
WT1	5.40100466717	257.0
WT2	5.91143071735	279.0
WT4	5.90591983208	288.0
KO7	5.93982805329	275.0
KO3	4.81650391385	227.0
WT6	5.77651731946	260.0
KO9	6.05183323524	263.0
WT3	5.88781646893	262.0
KO1	5.93005636843	277.0
KO4	5.93745607969	272.0
WT5	5.6757700404	249.0
KO8	5.94640092093	258.0
OE6	5.70559890636	234.0
OE5	5.80708713053	238.0
WT7	6.16109956691	267.0
OE7	5.58693467219	226.0
WT9	5.50062018428	248.0
OE1	5.84591649658	241.0
OE8	5.93765297626	248.0
OE9	5.81682480119	235.0
