	shannon	observed_otus
KO6	6.09878424548	192.0
WT8	4.94138112114	143.0
KO2	5.91904881184	181.0
KO5	6.03894918102	189.0
OE2	5.61672364834	158.0
WT1	5.13922104328	155.0
WT2	5.8096883785	193.0
WT4	5.83752511187	188.0
KO7	5.76634511338	168.0
KO3	4.51372266126	144.0
WT6	5.5438891336	162.0
OE4	5.60597219907	156.0
KO9	5.95191586924	178.0
WT3	5.80248332109	172.0
KO1	5.64181595059	168.0
KO4	5.84393915941	170.0
WT5	5.4518562843	152.0
KO8	5.65092140387	164.0
OE6	5.56046405118	146.0
OE5	5.54159484025	159.0
WT7	5.96765995647	181.0
OE7	5.5498551968	165.0
WT9	5.58848414572	188.0
OE1	5.77332961085	164.0
OE8	5.69837429301	152.0
OE9	5.72049011887	163.0
OE3	5.34198339385	151.0
